system_date,order_type,food_name,qty,gross_price,discount_rate,total_discount_price,total_price,discount_ratio_effective
2021-04-16,delivery,Sweet Burger 12,1,1127.81,0.0,168.24,959.57,
2021-04-17,delivery,Veggie Roll,5,777.49,0.0,275.05,502.44,
2021-04-17,takeaway,Spicy Burger,3,120.0,0.0,34.14,85.86,
2021-04-17,delivery,Spicy Chicken 19,3,2337.35,0.0,462.98,1874.37,
2021-04-17,takeaway,Crispy Pasta 22,1,482.33,0.45356251798557384,128.42,353.91,
2021-04-17,delivery,Deluxe Pizza,2,1464.16,0.006211296832604675,441.78,1022.38,
2021-04-18,delivery,Item724,2,2009.82,0.0022750253623386443,461.5,1548.32,
2021-04-19,table,Zesty Pizza,1,1992.59,0.25155398597906664,741.41,1251.18,
2021-04-19,table,Veggie Roll 9,1,1248.43,0.2687931973014161,373.67,874.76,
2021-04-19,table,Herb Drink 9,5,1906.78,0.23308128801632125,307.55,1599.23,
2021-04-19,takeaway,Classic Dessert,4,1054.57,0.25334730615503104,441.32,613.25,
2021-04-19,table,Spicy Sandwich 19,1,301.53,0.4618483704360815,85.4,216.13,
2021-04-19,delivery,Veggie Roll,1,1763.77,0.17753744456624648,666.39,1097.38,
2021-04-19,table,Sweet Pasta 19,4,1289.07,0.31188667645061424,294.52,994.55,
2021-04-19,delivery,Veggie Roll,2,1000.36,0.005872703066392582,324.55,675.81,
2021-04-19,table,Zesty Pizza,2,2533.07,0.0,865.2,1667.87,
2021-04-20,delivery,Herb Drink 9,1,1559.28,0.005381258791554203,258.76,1300.52,
2021-04-20,delivery,Spicy Burger,1,2490.34,0.009853121745083054,414.38,2075.96,
2021-04-20,takeaway,Herb Burger,1,2940.49,0.010713592260674741,1142.22,1798.27,
2021-04-20,takeaway,Herb Burger 12,1,2374.41,0.0,867.04,1507.37,
2021-04-20,delivery,Spicy Burger,1,1047.21,0.25051458512883934,379.11,668.1,
2021-04-20,takeaway,Zesty Burger,4,1221.13,0.26280666773038425,376.15,844.98,
2021-04-20,takeaway,Spicy Roll,1,3151.73,0.0,613.18,2538.55,
2021-04-21,table,Veggie Roll,7,1026.58,0.26254123821744296,252.66,773.92,
2021-04-22,table,Crispy Pasta 12,1,736.29,0.0,109.12,627.17,
2021-04-22,table,Spicy Chicken 19,3,1761.73,0.2305981379233258,628.86,1132.87,
2021-04-23,takeaway,Deluxe Pizza 19,1,460.03,0.22329810508750556,117.65,342.38,
2021-04-23,takeaway,Herb Drink 9,4,2987.47,0.0,730.47,2257.0,
2021-04-23,table,Deluxe Pizza,4,2286.12,0.17873512096332067,805.34,1480.78,
2021-04-23,delivery,Herb Drink 9,4,1632.79,0.0,252.29,1380.5,
2021-04-23,takeaway,Veggie Burger,2,2062.59,0.0,264.67,1797.92,
2021-04-23,table,Herb Burger,1,4080.72,0.3154648387188502,1329.44,2751.28,
2021-04-24,delivery,Herb Burger 12,2,1632.16,0.4748428117393829,543.77,1088.39,
2021-04-24,table,Crispy Pasta 12,3,367.23,0.02342393495493975,77.41,289.82,
2021-04-24,delivery,Herb Drink 9,3,1634.14,0.2035518330726922,388.21,1245.93,
2021-04-25,delivery,Deluxe Pizza 19,2,1635.73,0.5,831.74,803.99,
2021-04-25,takeaway,Crispy Pasta 12,1,767.24,0.0,348.87,418.37,
2021-04-25,takeaway,Herb Pasta 9,5,1374.18,0.26993074399234235,491.56,882.62,
2021-04-26,table,Zesty Pizza,1,2486.56,0.03359970569398476,970.43,1516.13,
2021-04-26,takeaway,Crispy Pasta 12,3,2745.24,0.0065326326628186325,1280.79,1464.45,
2021-04-26,table,Herb Pizza 9,2,2713.57,0.004419446237281412,787.52,1926.05,
2021-04-27,delivery,Herb Pizza 9,1,3419.98,0.30680681481993954,1487.52,1932.46,
2021-04-27,delivery,Spicy Chicken 19,4,302.99,0.014539663199784444,96.82,206.17,
2021-04-27,table,Spicy Chicken 19,4,998.8,0.5,345.14,653.66,
2021-04-27,delivery,Spicy Sandwich 19,2,1893.9,0.20067102801090306,590.49,1303.41,
2021-04-28,delivery,Deluxe Pizza 19,5,285.26,0.0,54.85,230.41,
2021-04-28,takeaway,Spicy Burger,2,288.61,0.019995757544010038,81.92,206.69,
2021-04-28,takeaway,Herb Sandwich 9,3,1433.51,0.0,224.33,1209.18,
2021-04-29,table,Herb Burger,2,925.35,0.0,294.21,631.14,
2021-04-29,table,Herb Dessert 19,2,617.76,0.21453690365026132,191.38,426.38,
2021-04-30,takeaway,Spicy Burger,2,144.27,0.22853073131708898,48.9,95.37,
2021-05-01,delivery,Spicy Burger 19,1,1607.17,0.2712449150049718,550.19,1056.98,
2021-05-01,table,Deluxe Pizza,4,1879.83,0.0,311.54,1568.29,
2021-05-01,table,Veggie Roll,3,1903.47,0.5,590.5,1312.97,
2021-05-01,table,Deluxe Pizza,2,1369.96,0.0,405.83,964.13,
2021-05-01,table,Spicy Burger 19,5,6173.01,0.0,1518.63,4654.38,
2021-05-02,delivery,Sweet Chicken,2,2054.75,0.0,741.85,1312.9,
2021-05-02,takeaway,Sweet Burger 12,1,1074.96,0.19841685305451495,268.13,806.83,
2021-05-02,delivery,Crispy Burger,1,1077.56,0.01962354632440123,266.09,811.47,
2021-05-02,delivery,Sweet Chicken 19,3,941.74,0.008418871003310563,261.04,680.7,
2021-05-02,delivery,Zesty Pasta 9,2,678.38,0.1802132681458527,236.83,441.55,
2021-05-02,delivery,Classic Chicken,1,2614.2,0.0353196678468496,1020.33,1593.87,
2021-05-02,delivery,Deluxe Pizza 19,3,2423.79,0.025183726461725488,819.9,1603.89,
2021-05-02,delivery,Spicy Sandwich 19,2,2101.9,0.2542465821046523,791.22,1310.68,
2021-05-02,table,Item50,2,1333.19,0.020434644201034212,378.62,954.57,
2021-05-02,takeaway,Veggie Burger,1,2118.79,0.16110794864460443,780.1,1338.69,
2021-05-02,table,Crispy Burger,3,956.24,0.22655979075533883,338.52,617.72,
2021-05-03,table,Herb Burger,1,3158.03,0.5,1220.5,1937.53,
2021-05-03,delivery,Herb Burger,2,3905.07,0.30732717986336044,1172.86,2732.21,
2021-05-03,takeaway,Herb Burger,1,1279.86,0.31722114841728544,451.97,827.89,
2021-05-03,delivery,Spicy Sandwich 19,2,394.57,0.007563696759962566,72.68,321.89,
2021-05-03,delivery,Veggie Burger,1,2071.18,0.0,296.79,1774.39,
2021-05-03,delivery,Spicy Burger 19,3,1105.21,0.013308826921342366,281.12,824.09,
2021-05-03,takeaway,Veggie Drink 19,2,370.23,0.21162559519449547,143.96,226.27,
2021-05-03,delivery,Veggie Drink 19,3,363.64,0.5,167.44,196.2,
2021-05-04,table,Veggie Dessert 9,3,347.34,0.008194819472898957,133.09,214.25,
2021-05-04,delivery,Herb Drink 9,3,120.0,0.02217495732527092,46.52,73.48,
2021-05-04,takeaway,Deluxe Pizza,2,974.44,0.007191569165246049,148.23,826.21,
2021-05-04,takeaway,Spicy Burger 22,2,366.99,0.0,83.83,283.16,
2021-05-05,table,Herb Burger,5,120.0,0.0,28.4,91.6,
2021-05-05,delivery,Veggie Dessert 12,4,1293.34,0.002958594417010621,545.58,747.76,
2021-05-05,table,Deluxe Pizza,1,2470.5,0.19951370259774218,1264.97,1205.53,
2021-05-06,delivery,Veggie Pasta 19,2,174.49,0.5,87.31,87.18,
2021-05-06,delivery,Classic Chicken,3,3520.21,0.2932260088106946,1165.89,2354.32,
2021-05-06,delivery,Veggie Roll,1,1185.92,0.185511088553324,311.98,873.94,
2021-05-06,delivery,Herb Drink 9,4,2864.24,0.1956176465456251,890.32,1973.92,
2021-05-06,table,Crispy Pasta 12,1,825.71,0.24544842755763588,242.74,582.97,
2021-05-06,delivery,Spicy Burger 22,1,267.33,0.22652268780945473,119.51,147.82,
2021-05-06,takeaway,Spicy Sandwich 19,1,2539.75,0.0,555.67,1984.08,
2021-05-07,table,Veggie Roll,4,1403.3,0.0,515.62,887.68,
2021-05-07,delivery,Crispy Drink,1,1385.43,0.0,408.39,977.04,
2021-05-07,delivery,Sweet Pasta 19,4,277.75,0.2681453765723422,99.92,177.83,
2021-05-07,table,Sweet Chicken 12,2,357.08,0.2070129862514031,109.72,247.36,
2021-05-07,table,Herb Burger,3,1237.66,0.29901226499776107,226.76,1010.9,
2021-05-07,takeaway,Spicy Chicken 9,2,2906.44,0.016726071216673556,567.8,2338.64,
2021-05-08,takeaway,Veggie Burger,4,916.31,0.2648460078762093,286.22,630.09,
2021-05-08,takeaway,Spicy Chicken 19,1,3214.53,0.0,833.31,2381.22,
2021-05-08,delivery,Spicy Burger 19,2,1651.24,0.0,344.73,1306.51,
2021-05-08,takeaway,Deluxe Pizza,2,1252.16,0.18356189572952694,306.93,945.23,
2021-05-08,delivery,Herb Pasta 9,3,1026.72,0.20231998113662708,254.89,771.83,
2021-05-08,table,Sweet Chicken 12,4,3801.87,0.4959279306382767,1388.78,2413.09,
2021-05-09,delivery,Herb Burger 12,2,2908.0,0.0,189.22,2718.78,
2021-05-09,delivery,Sweet Chicken 12,5,291.9,0.014616793410449547,74.44,217.46,
2021-05-09,delivery,Sweet Burger 22,1,2721.53,0.014832135476586465,1450.52,1271.01,
2021-05-10,delivery,Herb Burger,1,2851.51,0.0,973.1,1878.41,
2021-05-10,table,Herb Drink 9,5,972.72,0.25088244481742167,429.76,542.96,
2021-05-10,delivery,Crispy Drink,3,1794.47,0.22190055680396134,216.72,1577.75,
2021-05-11,table,Herb Drink 9,3,2427.81,0.02058855018731095,772.24,1655.57,
2021-05-11,table,Herb Chicken 12,2,2153.99,0.0,663.77,1490.22,
2021-05-11,takeaway,Herb Pizza 9,3,2810.76,0.2075166472862314,1305.04,1505.72,
2021-05-11,table,Veggie Roll,1,2051.07,0.24654346542276412,617.82,1433.25,
2021-05-11,table,Sweet Chicken 19,5,1362.61,0.24791667366141193,310.91,1051.7,
2021-05-11,table,Spicy Burger 22,1,238.39,0.0,62.8,175.59,
2021-05-11,delivery,Veggie Burger,2,1026.72,0.4943331533935817,260.63,766.09,
2021-05-12,table,Item50,4,4824.43,0.2537002676222671,1820.91,3003.52,
2021-05-12,table,Spicy Chicken 19,2,1271.62,0.0,136.3,1135.32,
2021-05-13,delivery,Sweet Pasta 12,1,483.04,0.0,96.83,386.21,
2021-05-13,takeaway,Veggie Burger,1,1636.52,0.497182356444431,560.61,1075.91,
2021-05-13,table,Classic Drink,5,3561.88,0.2256794328454117,1277.36,2284.52,
2021-05-13,takeaway,Classic Drink,2,248.17,0.0,104.57,143.6,
2021-05-13,delivery,Classic Drink,2,262.43,0.006499818479748539,35.01,227.42,
2021-05-13,table,Sweet Chicken 19,1,787.65,0.23033102762117627,324.58,463.07,
2021-05-14,takeaway,Herb Burger 12,3,1036.85,0.018570639817091703,158.81,878.04,
2021-05-14,takeaway,Deluxe Pasta 12,1,4457.39,0.22050282052873452,1882.87,2574.52,
2021-05-14,delivery,Deluxe Pizza 19,1,1895.1,0.0,539.74,1355.36,
2021-05-14,table,Crispy Pasta 12,1,2894.94,0.23987346071224572,397.73,2497.21,
2021-05-15,takeaway,Veggie Roll,3,1656.24,0.0,526.08,1130.16,
2021-05-15,table,Spicy Dessert,3,2278.55,0.0,533.81,1744.74,
2021-05-15,table,Veggie Roll,5,2720.18,0.20911866795189704,799.65,1920.53,
2021-05-15,table,Deluxe Pizza,3,1946.56,0.4849705379156208,945.74,1000.82,
2021-05-16,takeaway,Crispy Drink,1,2530.94,0.23440991279609744,684.49,1846.45,
2021-05-16,takeaway,Veggie Roll,1,1145.05,0.1818996429363326,281.66,863.39,
2021-05-16,delivery,Spicy Burger 22,2,3295.1,0.014537873116447586,1123.74,2171.36,
2021-05-16,delivery,Spicy Pizza 9,1,379.21,0.4874854148459253,147.18,232.03,
2021-05-17,table,Classic Pasta 19,2,2297.33,0.0,646.12,1651.21,
2021-05-17,table,Veggie Drink 19,3,2070.54,0.0,701.4,1369.14,
2021-05-17,takeaway,Spicy Sandwich 19,1,2532.18,0.0,490.33,2041.85,
2021-05-17,table,Spicy Burger,6,2382.63,0.009758385762857097,187.71,2194.92,
2021-05-17,table,Deluxe Pizza,4,1616.46,0.0,522.53,1093.93,
2021-05-18,delivery,Deluxe Pizza 19,3,2198.94,0.26572450017590254,384.18,1814.76,
2021-05-18,table,Herb Burger,1,2836.59,0.21406490864752442,887.95,1948.64,
2021-05-18,delivery,Veggie Roll,2,374.6,0.26715196276139674,25.66,348.94,
2021-05-18,delivery,Sweet Pasta 19,4,291.81,0.011547663790764464,103.29,188.52,
2021-05-19,table,Sweet Chicken 19,3,1234.76,0.2582685597749357,256.27,978.49,
2021-05-19,delivery,Herb Drink 9,5,4621.02,0.01276974881596978,1105.4,3515.62,
2021-05-19,delivery,Veggie Roll,2,3172.51,0.0,912.09,2260.42,
2021-05-19,delivery,Item724,4,5482.66,0.0,1249.23,4233.43,
2021-05-19,takeaway,Spicy Burger 12,1,1126.42,0.02267940959512894,479.48,646.94,
2021-05-19,table,Herb Drink 9,4,237.79,0.0,94.15,143.64,
2021-05-20,table,Spicy Chicken 19,5,2138.87,0.22294649283974374,618.94,1519.93,
2021-05-20,delivery,Crispy Drink,3,3215.85,0.01287136136244743,1305.25,1910.6,
2021-05-21,table,Deluxe Pizza 19,1,2819.92,0.5,852.71,1967.21,
2021-05-21,table,Spicy Drink,1,3942.16,0.2057861720095296,1303.53,2638.63,
2021-05-21,delivery,Spicy Sandwich 19,4,2288.58,0.24878627232137807,931.34,1357.24,
2021-05-21,delivery,Veggie Drink 12,3,3137.78,0.0,1028.11,2109.67,
2021-05-21,table,Herb Chicken 22,3,1984.84,0.0,354.31,1630.53,
2021-05-22,delivery,Deluxe Dessert 19,4,3217.84,0.23112229176198557,894.86,2322.98,
2021-05-22,table,Herb Sandwich 9,2,1381.56,0.0,189.43,1192.13,
2021-05-23,table,Crispy Pasta 12,1,1577.91,0.0,408.45,1169.46,
2021-05-23,table,Spicy Pizza 9,3,4427.69,0.006288194812379299,776.55,3651.14,
2021-05-23,delivery,Crispy Drink,1,1746.48,0.2137901735912601,432.27,1314.21,
2021-05-23,delivery,Classic Chicken,1,2973.56,0.016481475573664462,901.59,2071.97,
2021-05-23,delivery,Deluxe Pizza,6,1288.09,0.0,560.17,727.92,
2021-05-23,takeaway,Deluxe Dessert 19,1,182.97,0.5,100.65,82.32,
2021-05-23,takeaway,Item50,4,2968.06,0.0,609.63,2358.43,
2021-05-23,delivery,Spicy Burger,3,2286.64,0.013802907492107764,795.86,1490.78,
2021-05-23,takeaway,Deluxe Dessert 19,4,2828.57,0.24228486130790092,496.25,2332.32,
2021-05-23,table,Veggie Roll,5,2194.18,0.3155746588300429,156.89,2037.29,
2021-05-24,takeaway,Veggie Roll 9,1,858.96,0.0,201.44,657.52,
2021-05-24,table,Sweet Roll 9,1,2938.92,0.0,321.9,2617.02,
2021-05-25,takeaway,Sweet Roll 9,3,6329.56,0.01031987777170418,2147.89,4181.67,
2021-05-25,delivery,Veggie Burger,2,1824.0,0.029086920326399382,770.68,1053.32,
2021-05-25,takeaway,Sweet Pasta,3,1777.1,0.0,514.56,1262.54,
2021-05-25,delivery,Crispy Drink,2,2228.91,0.49318344838342415,429.72,1799.19,
2021-05-25,delivery,Spicy Burger,3,2479.67,0.19678074520851643,550.46,1929.21,
2021-05-26,takeaway,Veggie Dessert 9,2,1999.2,0.01683169382821425,234.77,1764.43,
2021-05-26,takeaway,Crispy Dessert 9,1,1479.39,0.25912547441347406,717.03,762.36,
2021-05-26,delivery,Zesty Pasta 9,2,3250.64,0.25850173855753344,530.13,2720.51,
2021-05-26,delivery,Crispy Drink,1,1747.02,0.0,512.08,1234.94,
2021-05-27,delivery,Deluxe Pizza 19,3,1101.46,0.0,318.15,783.31,
2021-05-28,takeaway,Veggie Burger,1,3443.69,0.3015084720914664,934.81,2508.88,
2021-05-28,delivery,Classic Chicken,1,2060.25,0.0035438109643115413,764.66,1295.59,
2021-05-28,takeaway,Crispy Burger,1,1745.31,0.1909632284901715,129.2,1616.11,
2021-05-28,delivery,Spicy Chicken 19,3,2021.17,0.015212188426334554,326.39,1694.78,
2021-05-29,takeaway,Herb Pizza 9,1,3610.83,0.2660302792618405,836.74,2774.09,
2021-05-29,delivery,Crispy Pasta 12,4,3352.78,0.20607581592617003,902.04,2450.74,
2021-05-29,delivery,Sweet Chicken 19,2,2654.45,0.2495006458983315,392.5,2261.95,
2021-05-29,table,Herb Pasta 9,3,2122.0,0.009055875396569586,409.9,1712.1,
2021-05-30,table,Sweet Chicken 12,2,6676.48,0.015602024960860005,1242.82,5433.66,
2021-05-30,table,Spicy Burger,4,2484.0,0.0,238.19,2245.81,
2021-05-30,takeaway,Zesty Burger 22,3,711.99,0.19435923686339646,151.8,560.19,
2021-05-30,takeaway,Sweet Chicken 12,2,359.33,0.2387949326587131,155.25,204.08,
2021-05-31,delivery,Herb Burger,3,7521.11,0.0,3174.11,4347.0,
2021-05-31,delivery,Herb Drink 9,4,2145.69,0.0,134.49,2011.2,
2021-05-31,takeaway,Herb Burger,1,2223.03,0.0,581.93,1641.1,
2021-05-31,table,Veggie Drink 9,1,2074.04,0.5,1026.12,1047.92,
2021-05-31,takeaway,Deluxe Pasta 12,2,1211.77,0.010279478728305445,395.94,815.83,
2021-06-01,delivery,Herb Burger,1,304.14,0.0,107.84,196.3,
2021-06-01,table,Deluxe Pizza,4,1412.41,0.005066428561363278,409.33,1003.08,
2021-06-01,table,Deluxe Pizza,2,1795.98,0.25595770286243985,704.7,1091.28,
2021-06-01,takeaway,Spicy Chicken 19,3,3024.35,0.020715085715759196,596.87,2427.48,
2021-06-01,takeaway,Veggie Roll,1,1927.53,0.4999020228811186,343.67,1583.86,
2021-06-01,takeaway,Crispy Dessert 9,4,120.0,0.0,31.21,88.79,
2021-06-01,delivery,Herb Chicken 22,1,499.61,0.20985760739264106,174.84,324.77,
2021-06-01,delivery,Deluxe Pizza,1,2023.41,0.47292178809621965,766.81,1256.6,
2021-06-02,delivery,Deluxe Pizza,1,2661.62,0.0,1298.89,1362.73,
2021-06-02,takeaway,Spicy Burger 19,1,599.11,0.26597954254796846,221.24,377.87,
2021-06-02,table,Classic Chicken,1,2469.24,0.21465741638323416,865.49,1603.75,
2021-06-02,delivery,Spicy Sandwich 19,1,1293.6,0.22195904464899915,260.43,1033.17,
2021-06-03,delivery,Veggie Drink 12,8,11108.57,0.0,2101.35,9007.22,
2021-06-03,takeaway,Spicy Burger 19,5,202.46,0.016267694872077416,64.35,138.11,
2021-06-04,table,Spicy Dessert 12,2,3764.4,0.2532706359885463,459.41,3304.99,
2021-06-04,delivery,Veggie Burger,2,3831.0,0.006396697875572654,857.52,2973.48,
2021-06-04,delivery,Zesty Burger,4,1325.59,0.015313425956092237,702.66,622.93,
2021-06-04,table,Veggie Dessert 12,1,2091.38,0.021899367719635868,498.47,1592.91,
2021-06-05,delivery,Herb Burger,3,645.29,0.0,232.89,412.4,
2021-06-05,delivery,Crispy Pasta 12,1,2090.69,0.0,608.55,1482.14,
2021-06-05,table,Veggie Roll,1,3903.41,0.5,2208.19,1695.22,
2021-06-06,delivery,Spicy Chicken 9,2,2481.06,0.20895928968562116,412.74,2068.32,
2021-06-06,takeaway,Crispy Dessert 9,4,1082.94,0.013890215086985224,304.51,778.43,
2021-06-06,table,Herb Burger,2,563.78,0.006754565141757985,143.8,419.98,
2021-06-06,delivery,Sweet Burger 22,6,4645.81,0.29398156576376566,1715.96,2929.85,
2021-06-06,table,Herb Drink 9,4,3029.16,0.011750610285458634,415.55,2613.61,
2021-06-06,takeaway,Zesty Burger,4,2581.5,0.0,606.21,1975.29,
2021-06-06,table,Sweet Burger 12,4,1961.74,0.5,1005.94,955.8,
2021-06-07,delivery,Crispy Drink,3,368.2,0.008889831987648698,90.74,277.46,
2021-06-07,delivery,Spicy Pizza,2,2927.6,0.02935238635860208,1325.03,1602.57,
2021-06-07,takeaway,Crispy Pasta 12,1,224.88,0.22994463739737922,58.75,166.13,
2021-06-07,delivery,Classic Chicken,4,2164.26,0.1800967881933619,359.7,1804.56,
2021-06-07,delivery,Sweet Burger 12,5,3689.86,0.49686338798815005,823.84,2866.02,
2021-06-07,takeaway,Classic Pasta 22,1,2435.85,0.0,680.83,1755.02,
2021-06-08,delivery,Veggie Drink 12,5,891.68,0.003921223911097437,307.07,584.61,
2021-06-08,table,Sweet Chicken 12,3,5765.77,0.0037575272309122157,656.76,5109.01,
2021-06-08,takeaway,Spicy Drink,1,3809.67,0.012509029948830613,989.44,2820.23,
2021-06-08,delivery,Spicy Burger,1,2184.18,0.0,194.88,1989.3,
2021-06-08,delivery,Veggie Pasta 19,1,1706.0,0.01585424100394847,450.87,1255.13,
2021-06-08,table,Veggie Drink 9,3,943.39,0.238560224202419,166.87,776.52,
2021-06-09,table,Crispy Dessert 9,1,1608.08,0.20010576980378733,487.29,1120.79,
2021-06-09,delivery,Veggie Roll,2,1654.15,0.4964435152785254,549.27,1104.88,
2021-06-09,takeaway,Veggie Drink 9,1,2829.74,0.022100363317694577,474.86,2354.88,
2021-06-10,table,Crispy Drink,2,3174.97,0.26134931157103586,1087.13,2087.84,
2021-06-10,delivery,Sweet Chicken 19,3,2826.31,0.0,907.58,1918.73,
2021-06-10,table,Veggie Dessert 9,1,1954.77,0.0,529.78,1424.99,
2021-06-10,delivery,Veggie Roll,4,996.76,0.2597309777770728,156.51,840.25,
2021-06-11,takeaway,Veggie Drink 19,1,2644.2,0.017931880069060435,323.92,2320.28,
2021-06-11,delivery,Sweet Chicken 19,5,1259.15,0.0,396.87,862.28,
2021-06-11,takeaway,Classic Pasta 22,1,2869.15,0.2580594653497656,913.53,1955.62,
2021-06-11,takeaway,Sweet Pasta 19,1,440.08,0.0037004650106252997,156.35,283.73,
2021-06-11,table,Zesty Pasta 9,2,716.02,0.0,220.69,495.33,
2021-06-12,delivery,Veggie Roll,2,4004.5,0.2328491445196762,610.29,3394.21,
2021-06-12,delivery,Veggie Dessert 9,1,2224.76,0.19432467373822093,1058.95,1165.81,
2021-06-12,delivery,Veggie Dessert 9,3,1519.57,0.0,550.76,968.81,
2021-06-13,delivery,Crispy Pasta 22,6,630.79,0.23338578448833314,131.34,499.45,
2021-06-13,delivery,Veggie Dessert 9,1,2310.73,0.24623808490157512,910.54,1400.19,
2021-06-14,takeaway,Sweet Burger 12,8,15910.92,0.18373616746976906,1488.44,14422.48,
2021-06-14,takeaway,Crispy Chicken 22,1,2151.13,0.25931172566969585,729.47,1421.66,
2021-06-14,takeaway,Classic Pasta 22,2,956.68,0.03900333864283599,333.36,623.32,
2021-06-14,takeaway,Spicy Burger,1,146.98,0.03293398984790635,41.17,105.81,
2021-06-14,delivery,Veggie Drink 12,1,4170.59,0.5,2367.63,1802.96,
2021-06-15,delivery,Spicy Burger,4,3296.13,0.016207522162342825,669.31,2626.82,
2021-06-15,takeaway,Herb Pasta 9,3,2265.96,0.008761950601142217,469.89,1796.07,
2021-06-16,takeaway,Zesty Burger,1,1586.91,0.2847774388865938,699.45,887.46,
2021-06-16,delivery,Deluxe Roll,3,401.59,0.5,254.48,147.11,
2021-06-16,takeaway,Herb Burger 12,2,1626.4,0.24947757957619174,493.55,1132.85,
2021-06-16,takeaway,Herb Sandwich 9,2,1375.12,0.2388892033242679,398.55,976.57,
2021-06-16,delivery,Herb Burger 12,1,2662.98,0.0,702.68,1960.3,
2021-06-16,delivery,Deluxe Pizza,3,410.21,0.0,109.44,300.77,
2021-06-17,delivery,Deluxe Chicken,1,2338.88,0.23767287949558158,820.7,1518.18,
2021-06-18,table,Herb Burger,4,1467.94,0.0,440.04,1027.9,
2021-06-18,delivery,Spicy Burger 19,3,2098.56,0.2081359845839743,235.37,1863.19,
2021-06-18,delivery,Classic Chicken,1,1820.1,0.005463618129637326,546.87,1273.23,
2021-06-18,delivery,Deluxe Pizza 19,1,2934.15,0.00888410325951575,1007.62,1926.53,
2021-06-18,table,Sweet Chicken 19,1,812.24,0.24749990174848102,251.13,561.11,
2021-06-19,takeaway,Spicy Sandwich 19,2,1289.34,0.0,303.89,985.45,
2021-06-19,takeaway,Spicy Sandwich 19,7,279.58,0.0,103.84,175.74,
2021-06-19,table,Spicy Burger 22,1,285.33,0.0072551015369297246,104.39,180.94,
2021-06-19,table,Crispy Pasta 12,1,2333.98,0.0,23.34,2310.64,
2021-06-20,table,Deluxe Pizza,4,1704.31,0.014745810277454266,543.57,1160.74,
2021-06-20,delivery,Veggie Roll,3,2417.25,0.0,1061.64,1355.61,
2021-06-20,table,Herb Drink 9,3,187.01,0.003312103913530044,28.09,158.92,
2021-06-20,table,Crispy Dessert 9,4,120.0,0.20838371068927133,28.66,91.34,
2021-06-21,table,Sweet Chicken 12,5,1329.38,0.19294138305567507,341.2,988.18,
2021-06-21,table,Herb Burger,3,2117.13,0.2875905452650352,21.17,2095.96,
2021-06-21,delivery,Deluxe Pizza 22,1,1835.17,0.009218157155619024,678.94,1156.23,
2021-06-21,table,Spicy Burger,4,2589.53,0.0,1058.54,1530.99,
2021-06-21,table,Herb Dessert 19,2,2976.38,0.48118665304555513,1119.4,1856.98,
2021-06-21,table,Veggie Drink 19,3,1390.21,0.2561854003399549,150.02,1240.19,
2021-06-21,delivery,Crispy Drink,4,1365.3,0.23231753623669427,439.67,925.63,
2021-06-21,takeaway,Spicy Burger 12,2,1391.09,0.2504715240583379,352.14,1038.95,
2021-06-21,table,Veggie Drink 9,1,1111.46,0.0,187.47,923.99,
2021-06-21,takeaway,Spicy Chicken 19,4,1939.4,0.0083554568516726,364.1,1575.3,
2021-06-21,table,Deluxe Pizza,1,1760.54,0.0036064028712353177,542.31,1218.23,
2021-06-22,table,Herb Sandwich 9,5,1757.91,0.24818865155883443,595.21,1162.7,
2021-06-22,delivery,Veggie Roll,2,2018.62,0.005377125278290727,473.7,1544.92,
2021-06-22,takeaway,Spicy Burger 9,3,1780.73,0.0,573.02,1207.71,
2021-06-22,table,Herb Burger,2,1463.41,0.0,359.98,1103.43,
2021-06-22,delivery,Herb Chicken 12,3,2776.27,0.0,479.2,2297.07,
2021-06-22,delivery,Veggie Burger,3,1293.08,0.00016342771205155162,455.07,838.01,
2021-06-22,takeaway,Classic Sandwich,4,8529.68,0.024955873484558726,1714.74,6814.94,
2021-06-22,table,Crispy Drink,1,1187.21,0.019537632959788206,358.09,829.12,
2021-06-23,table,Spicy Drink 22,2,2377.93,0.009499392834253158,676.27,1701.66,
2021-06-23,takeaway,Veggie Roll,1,1375.79,0.19031933165902748,309.62,1066.17,
2021-06-23,table,Sweet Chicken,4,345.24,0.0,74.87,270.37,
2021-06-23,table,Deluxe Pasta 12,3,2067.75,0.008099572149070554,352.93,1714.82,
2021-06-23,delivery,Sweet Chicken 19,3,2991.47,0.01752200807442994,401.91,2589.56,
2021-06-23,delivery,Zesty Burger 22,4,1924.0,0.013877213987408672,622.21,1301.79,
2021-06-23,takeaway,Deluxe Pizza 19,3,2019.71,0.4718379224295652,321.77,1697.94,
2021-06-24,delivery,Sweet Pasta 19,1,13764.6,0.25386045249344547,1846.19,11918.41,
2021-06-24,delivery,Sweet Pasta 12,3,2805.56,0.002972420399579749,356.08,2449.48,
2021-06-24,table,Deluxe Pizza,3,746.09,0.0,229.47,516.62,
2021-06-24,delivery,Spicy Chicken 19,3,3175.41,0.0026443989326141804,925.96,2249.45,
2021-06-25,table,Spicy Dessert 12,2,1756.81,0.0,488.84,1267.97,
2021-06-25,delivery,Spicy Dessert 12,3,1706.4,0.0,455.65,1250.75,
2021-06-25,table,Spicy Burger 9,2,1994.95,0.0,453.38,1541.57,
2021-06-25,delivery,Herb Drink 9,1,827.49,0.002152892723763951,117.8,709.69,
2021-06-26,table,Spicy Burger 9,4,1784.9,0.19764150033715439,593.08,1191.82,
