ds,y_qty,y_revenue,temp_avg,rain_mm,is_rainy,is_weekend,is_holiday,is_pre_holiday,is_post_holiday,day_of_week,holiday_label,month,year,day,week_of_year,quarter
2020-10-09,3,5575.16,27.8,0.2,1,0,0,0,0,4,,10,2020,9,41,4
2020-10-10,9,4417.19,27.0,0.16666666666666666,1,1,0,0,0,5,,10,2020,10,41,4
2020-10-11,7,3020.6000000000004,27.0,0.4000000000000001,1,1,0,0,0,6,,10,2020,11,41,4
2020-10-12,9,2590.4099999999994,27.866666666666664,0.16666666666666666,1,0,0,0,0,0,,10,2020,12,42,4
2020-10-13,1,861.4300000000001,27.7,0.1,1,0,0,0,0,1,,10,2020,13,42,4
2020-10-14,15,7067.370000000001,27.075,0.125,1,0,0,0,0,2,,10,2020,14,42,4
2020-10-15,3,2082.3599999999997,27.5,0.2,1,0,0,0,0,3,,10,2020,15,42,4
2020-10-16,7,4007.9300000000003,27.45,0.05,1,0,0,0,0,4,,10,2020,16,42,4
2020-10-17,3,973.28,26.8,0.0,0,1,0,0,0,5,,10,2020,17,42,4
2020-10-18,1,1732.79,26.2,0.0,0,1,0,0,0,6,,10,2020,18,42,4
2020-10-19,2,802.75,28.4,0.1,1,0,0,0,0,0,,10,2020,19,43,4
2020-10-20,10,7862.200000000001,27.599999999999998,0.275,1,0,0,0,0,1,,10,2020,20,43,4
2020-10-21,4,4815.81,28.25,0.1,1,0,0,0,0,2,,10,2020,21,43,4
2020-10-22,7,3830.46,27.35,0.07500000000000001,1,0,0,0,0,3,,10,2020,22,43,4
2020-10-23,5,6865.3099999999995,27.03333333333333,0.06666666666666667,1,0,0,0,0,4,,10,2020,23,43,4
2020-10-24,4,475.51,28.8,0.0,0,1,0,0,0,5,,10,2020,24,43,4
2020-10-25,2,110.17,26.4,0.0,0,1,0,0,0,6,,10,2020,25,43,4
2020-10-26,11,2099.87,27.166666666666668,0.03333333333333333,1,0,0,0,0,0,,10,2020,26,44,4
2020-10-27,6,3221.68,27.133333333333336,0.0,0,0,0,0,0,1,,10,2020,27,44,4
2020-10-28,1,7644.860000000001,25.7,0.0,0,0,0,0,0,2,,10,2020,28,44,4
2020-10-29,100,51480.47,27.34473684210526,0.07105263157894737,1,0,0,1,0,3,,10,2020,29,44,4
2020-10-30,109,64820.43,27.119512195121953,0.03414634146341464,1,0,1,0,0,4,Prophet's Birthday; Vap Full Moon Poya Day,10,2020,30,44,4
2020-10-31,98,51730.32,27.672222222222224,0.04722222222222223,1,1,0,0,1,5,,10,2020,31,44,4
2020-11-01,6,4358.51,28.2,0.03333333333333333,1,1,0,0,0,6,,11,2020,1,44,4
2020-11-02,8,6257.11,26.566666666666666,0.0,0,0,0,0,0,0,,11,2020,2,45,4
2020-11-03,12,8213.55,28.166666666666668,0.03333333333333333,1,0,0,0,0,1,,11,2020,3,45,4
2020-11-04,6,2873.79,27.03333333333333,0.0,0,0,0,0,0,2,,11,2020,4,45,4
2020-11-05,4,1938.53,25.2,1.5,1,0,0,0,0,3,,11,2020,5,45,4
2020-11-06,9,3738.56,25.4,0.1,1,0,0,0,0,4,,11,2020,6,45,4
2020-11-07,4,2486.87,26.0,1.4,1,1,0,0,0,5,,11,2020,7,45,4
2020-11-08,9,5124.55,27.0,1.1,1,1,0,0,0,6,,11,2020,8,45,4
2020-11-09,16,3089.57,25.35,0.025,1,0,0,0,0,0,,11,2020,9,46,4
2020-11-10,14,9831.939999999999,26.96666666666667,0.5499999999999999,1,0,0,0,0,1,,11,2020,10,46,4
2020-11-11,4,3200.08,26.049999999999997,1.25,1,0,0,0,0,2,,11,2020,11,46,4
2020-11-12,12,2154.51,27.566666666666666,0.3,1,0,0,0,0,3,,11,2020,12,46,4
2020-11-13,84,72409.2,27.158333333333335,0.5249999999999999,1,0,0,1,0,4,,11,2020,13,46,4
2020-11-14,79,40986.64,27.824137931034482,0.2517241379310345,1,1,1,0,0,5,Deepavali Festival Day,11,2020,14,46,4
2020-11-15,79,51176.090000000004,27.075757575757574,1.2303030303030305,1,1,0,0,1,6,,11,2020,15,46,4
2020-11-16,5,4307.6,27.35,0.0,0,0,0,0,0,0,,11,2020,16,47,4
2020-11-17,7,1646.4200000000003,27.95,0.2,1,0,0,0,0,1,,11,2020,17,47,4
2020-11-18,4,1052.61,26.6,0.4,1,0,0,0,0,2,,11,2020,18,47,4
2020-11-19,4,1785.9899999999998,27.6,0.1,1,0,0,0,0,3,,11,2020,19,47,4
2020-11-20,12,6829.17,25.950000000000003,12.4,1,0,0,0,0,4,,11,2020,20,47,4
2020-11-21,1,2030.16,27.5,0.0,0,1,0,0,0,5,,11,2020,21,47,4
2020-11-22,9,6217.65,25.733333333333334,0.2333333333333333,1,1,0,0,0,6,,11,2020,22,47,4
2020-11-23,10,3867.0499999999997,27.619999999999997,0.06000000000000001,1,0,0,0,0,0,,11,2020,23,48,4
2020-11-24,15,3049.56,25.880000000000003,0.32,1,0,0,0,0,1,,11,2020,24,48,4
2020-11-25,11,3935.7799999999997,26.03333333333333,0.03333333333333333,1,0,0,0,0,2,,11,2020,25,48,4
2020-11-26,14,3245.1800000000003,28.599999999999998,0.03333333333333333,1,0,0,0,0,3,,11,2020,26,48,4
2020-11-27,4,1159.92,28.7,0.05,1,0,0,0,0,4,,11,2020,27,48,4
2020-11-28,80,83624.26,27.544444444444444,0.022222222222222223,1,1,0,1,0,5,,11,2020,28,48,4
2020-11-29,93,51584.62,28.526470588235295,0.047058823529411764,1,1,1,0,0,6,Il Full Moon Poya Day,11,2020,29,48,4
2020-11-30,100,55576.89,28.74411764705882,0.0029411764705882353,1,0,0,0,1,0,,11,2020,30,49,4
2020-12-01,9,5190.709999999999,28.05,0.025,1,0,0,0,0,1,,12,2020,1,49,4
2020-12-02,7,10154.960000000001,25.0,0.7333333333333334,1,0,0,0,0,2,,12,2020,2,49,4
2020-12-03,14,8773.89,27.160000000000004,0.2,1,0,0,0,0,3,,12,2020,3,49,4
2020-12-04,3,1923.55,26.65,0.0,0,0,0,0,0,4,,12,2020,4,49,4
2020-12-05,2,3906.82,26.35,0.05,1,1,0,0,0,5,,12,2020,5,49,4
2020-12-06,9,899.2299999999999,26.3,0.0,0,1,0,0,0,6,,12,2020,6,49,4
2020-12-07,12,5451.29,26.45,0.0,0,0,0,0,0,0,,12,2020,7,50,4
2020-12-08,4,1933.54,28.700000000000003,0.8,1,0,0,0,0,1,,12,2020,8,50,4
2020-12-09,16,7700.17,28.183333333333337,0.0,0,0,0,0,0,2,,12,2020,9,50,4
2020-12-10,7,5293.5,27.433333333333334,0.0,0,0,0,0,0,3,,12,2020,10,50,4
2020-12-11,18,12079.59,28.8375,0.0,0,0,0,0,0,4,,12,2020,11,50,4
2020-12-12,10,5364.79,28.35,0.0,0,1,0,0,0,5,,12,2020,12,50,4
2020-12-13,13,9408.04,28.74,0.0,0,1,0,0,0,6,,12,2020,13,50,4
2020-12-14,9,5109.23,27.15,0.0,0,0,0,0,0,0,,12,2020,14,51,4
2020-12-15,23,14142.099999999999,25.342857142857145,0.34285714285714286,1,0,0,0,0,1,,12,2020,15,51,4
2020-12-16,5,9422.0,27.96666666666667,0.26666666666666666,1,0,0,0,0,2,,12,2020,16,51,4
2020-12-17,6,6761.1900000000005,27.53333333333333,0.0,0,0,0,0,0,3,,12,2020,17,51,4
2020-12-18,13,5427.09,26.55,1.7666666666666668,1,0,0,0,0,4,,12,2020,18,51,4
2020-12-19,12,11458.52,27.060000000000002,0.32,1,1,0,0,0,5,,12,2020,19,51,4
2020-12-20,17,7183.360000000001,26.380000000000003,0.08,1,1,0,0,0,6,,12,2020,20,51,4
2020-12-21,16,8917.93,25.016666666666666,0.18333333333333335,1,0,0,0,0,0,,12,2020,21,52,4
2020-12-22,3,4341.72,24.6,1.3,1,0,0,0,0,1,,12,2020,22,52,4
2020-12-23,2,10631.160000000002,26.6,0.25,1,0,0,0,0,2,,12,2020,23,52,4
2020-12-24,82,46700.28,26.877419354838707,0.5806451612903226,1,0,0,1,0,3,,12,2020,24,52,4
2020-12-25,78,40267.54,27.086666666666666,0.0,0,0,1,0,0,4,Christmas Day,12,2020,25,52,4
2020-12-26,98,61726.74,26.71081081081081,0.005405405405405406,1,1,0,0,1,5,,12,2020,26,52,4
2020-12-27,19,12038.86,25.37142857142857,0.2571428571428571,1,1,0,0,0,6,,12,2020,27,52,4
2020-12-28,80,35361.85,25.821875,1.2843749999999998,1,0,0,1,0,0,,12,2020,28,53,4
2020-12-29,88,51041.62,27.364102564102566,0.07435897435897436,1,0,1,0,0,1,Unduvap Full Moon Poya Day,12,2020,29,53,4
2020-12-30,73,64843.73,27.28787878787879,0.14545454545454545,1,0,0,0,1,2,,12,2020,30,53,4
2020-12-31,13,3673.4900000000002,27.333333333333332,0.16666666666666666,1,0,0,0,0,3,,12,2020,31,53,4
2021-01-01,11,3603.9700000000003,27.225,0.0,0,0,0,0,0,4,,1,2021,1,53,1
2021-01-02,1,764.2700000000001,28.3,0.0,0,1,0,0,0,5,,1,2021,2,53,1
2021-01-03,9,2237.75,27.075,0.275,1,1,0,0,0,6,,1,2021,3,53,1
2021-01-04,27,10395.19,25.98888888888889,0.8222222222222223,1,0,0,0,0,0,,1,2021,4,1,1
2021-01-05,10,3463.37,26.25,0.08333333333333333,1,0,0,0,0,1,,1,2021,5,1,1
2021-01-06,6,4591.58,26.380000000000003,0.02,1,0,0,0,0,2,,1,2021,6,1,1
2021-01-07,4,3383.88,26.35,0.0,0,0,0,0,0,3,,1,2021,7,1,1
2021-01-08,7,1952.42,26.0,0.8,1,0,0,0,0,4,,1,2021,8,1,1
2021-01-09,3,2431.26,28.0,0.1,1,1,0,0,0,5,,1,2021,9,1,1
2021-01-10,6,2417.34,25.95,0.0,0,1,0,0,0,6,,1,2021,10,1,1
2021-01-11,18,8536.16,24.55,0.3,1,0,0,0,0,0,,1,2021,11,2,1
2021-01-12,9,4873.38,26.633333333333336,0.38333333333333336,1,0,0,0,0,1,,1,2021,12,2,1
2021-01-13,97,49898.42,25.733333333333334,4.46969696969697,1,0,0,1,0,2,,1,2021,13,2,1
2021-01-14,74,91745.52,26.228947368421053,1.0789473684210527,1,0,1,0,0,3,Tamil Thai Pongal Day,1,2021,14,2,1
2021-01-15,81,64453.88,25.9,0.20833333333333334,1,0,0,0,1,4,,1,2021,15,2,1
2021-01-16,13,4496.35,25.98,0.6,1,1,0,0,0,5,,1,2021,16,2,1
2021-01-17,13,6923.839999999999,26.82,0.02,1,1,0,0,0,6,,1,2021,17,2,1
2021-01-18,3,3732.83,26.766666666666666,0.06666666666666667,1,0,0,0,0,0,,1,2021,18,3,1
2021-01-19,7,1823.56,26.35,0.0,0,0,0,0,0,1,,1,2021,19,3,1
2021-01-20,8,5481.650000000001,28.15,0.0,0,0,0,0,0,2,,1,2021,20,3,1
2021-01-21,11,5470.11,27.46,0.02,1,0,0,0,0,3,,1,2021,21,3,1
2021-01-22,16,4544.360000000001,28.639999999999997,0.02,1,0,0,0,0,4,,1,2021,22,3,1
2021-01-23,14,4643.740000000001,27.85,0.0,0,1,0,0,0,5,,1,2021,23,3,1
2021-01-24,14,4758.29,27.24,0.0,0,1,0,0,0,6,,1,2021,24,3,1
2021-01-25,6,5392.99,27.76,0.0,0,0,0,0,0,0,,1,2021,25,4,1
2021-01-26,14,7753.21,26.450000000000003,0.0,0,0,0,0,0,1,,1,2021,26,4,1
2021-01-27,105,56103.85,26.62857142857143,0.0,0,0,0,1,0,2,,1,2021,27,4,1
2021-01-28,80,43868.67,27.809677419354838,0.0,0,0,1,0,0,3,Duruthu Full Moon Poya Day,1,2021,28,4,1
2021-01-29,95,74942.84,27.06590909090909,0.13636363636363635,1,0,0,0,1,4,,1,2021,29,4,1
2021-01-30,9,4787.29,26.833333333333332,0.0,0,1,0,0,0,5,,1,2021,30,4,1
2021-01-31,24,9212.72,26.642857142857142,0.9999999999999999,1,1,0,0,0,6,,1,2021,31,4,1
2021-02-01,9,3146.23,27.933333333333334,0.13333333333333333,1,0,0,0,0,0,,2,2021,1,5,1
2021-02-02,3,2775.5699999999997,30.3,0.0,0,0,0,0,0,1,,2,2021,2,5,1
2021-02-03,94,49326.79,27.858823529411765,0.0,0,0,0,1,0,2,,2,2021,3,5,1
2021-02-04,84,69566.83,27.796875,0.0,0,0,1,0,0,3,Independence Day,2,2021,4,5,1
2021-02-05,89,57500.42,27.644444444444446,0.0,0,0,0,0,1,4,,2,2021,5,5,1
2021-02-06,15,6472.73,26.919999999999998,0.0,0,1,0,0,0,5,,2,2021,6,5,1
2021-02-07,8,8011.349999999999,28.099999999999998,0.03333333333333333,1,1,0,0,0,6,,2,2021,7,5,1
2021-02-08,18,6418.5,28.516666666666666,0.06666666666666667,1,0,0,0,0,0,,2,2021,8,6,1
2021-02-09,13,6434.02,26.424999999999997,0.0,0,0,0,0,0,1,,2,2021,9,6,1
2021-02-10,12,4141.53,28.066666666666666,0.0,0,0,0,0,0,2,,2,2021,10,6,1
2021-02-11,11,11422.23,26.82857142857143,0.0,0,0,0,0,0,3,,2,2021,11,6,1
2021-02-12,7,7409.36,27.825,0.0,0,0,0,0,0,4,,2,2021,12,6,1
2021-02-13,5,3092.32,30.450000000000003,0.0,0,1,0,0,0,5,,2,2021,13,6,1
2021-02-14,11,4609.32,28.45,0.0,0,1,0,0,0,6,,2,2021,14,6,1
2021-02-15,16,10194.0,29.066666666666666,0.0,0,0,0,0,0,0,,2,2021,15,7,1
2021-02-16,13,4234.91,27.425,0.0,0,0,0,0,0,1,,2,2021,16,7,1
2021-02-17,22,12423.060000000001,27.9875,0.0,0,0,0,0,0,2,,2,2021,17,7,1
2021-02-18,6,1967.36,26.2,0.0,0,0,0,0,0,3,,2,2021,18,7,1
2021-02-19,7,4012.9400000000005,29.600000000000005,0.0,0,0,0,0,0,4,,2,2021,19,7,1
2021-02-20,11,10432.61,29.04,0.14,1,1,0,0,0,5,,2,2021,20,7,1
2021-02-21,10,10041.67,29.18,0.02,1,1,0,0,0,6,,2,2021,21,7,1
2021-02-22,9,3069.8199999999997,28.899999999999995,0.0,0,0,0,0,0,0,,2,2021,22,8,1
2021-02-23,11,8157.44,31.225,0.0,0,0,0,0,0,1,,2,2021,23,8,1
2021-02-24,3,2328.3,28.85,0.0,0,0,0,0,0,2,,2,2021,24,8,1
2021-02-25,79,61679.22,28.442857142857143,0.0,0,0,0,1,0,3,,2,2021,25,8,1
2021-02-26,88,62463.450000000004,27.635135135135137,0.005405405405405406,1,0,1,0,0,4,Nawam Full Moon Poya Day,2,2021,26,8,1
2021-02-27,95,64609.94,28.058974358974357,0.01282051282051282,1,1,0,0,1,5,,2,2021,27,8,1
2021-02-28,14,13181.86,26.8,0.0,0,1,0,0,0,6,,2,2021,28,8,1
2021-03-01,16,6876.540000000001,26.1,0.0,0,0,0,0,0,0,,3,2021,1,9,1
2021-03-02,12,1932.98,30.150000000000002,0.0,0,0,0,0,0,1,,3,2021,2,9,1
2021-03-03,8,1857.08,26.5,0.0,0,0,0,0,0,2,,3,2021,3,9,1
2021-03-04,1,986.14,27.0,0.0,0,0,0,0,0,3,,3,2021,4,9,1
2021-03-05,2,8325.27,30.049999999999997,0.0,0,0,0,0,0,4,,3,2021,5,9,1
2021-03-06,3,1363.78,26.1,0.0,0,1,0,0,0,5,,3,2021,6,9,1
2021-03-07,5,3754.99,27.35,0.15,1,1,0,0,0,6,,3,2021,7,9,1
2021-03-08,10,9504.77,27.02,1.36,1,0,0,0,0,0,,3,2021,8,10,1
2021-03-09,10,4615.26,27.75,0.0,0,0,0,0,0,1,,3,2021,9,10,1
2021-03-10,86,55280.86,27.241176470588236,1.1500000000000001,1,0,0,1,0,2,,3,2021,10,10,1
2021-03-11,119,61800.96,27.646341463414632,0.0,0,0,1,0,0,3,Maha Sivarathri Day,3,2021,11,10,1
2021-03-12,101,71641.4,28.564285714285717,0.0071428571428571435,1,0,0,0,1,4,,3,2021,12,10,1
2021-03-13,2,912.62,28.8,0.5,1,1,0,0,0,5,,3,2021,13,10,1
2021-03-14,5,4802.67,29.733333333333334,0.03333333333333333,1,1,0,0,0,6,,3,2021,14,10,1
2021-03-15,7,2571.87,28.633333333333336,0.10000000000000002,1,0,0,0,0,0,,3,2021,15,11,1
2021-03-16,10,4776.5,28.875,0.07500000000000001,1,0,0,0,0,1,,3,2021,16,11,1
2021-03-17,9,3669.7200000000003,28.366666666666664,0.0,0,0,0,0,0,2,,3,2021,17,11,1
2021-03-18,1,2406.53,27.2,0.0,0,0,0,0,0,3,,3,2021,18,11,1
2021-03-19,2,1215.04,28.6,0.3,1,0,0,0,0,4,,3,2021,19,11,1
2021-03-20,14,6835.19,27.416666666666668,0.03333333333333333,1,1,0,0,0,5,,3,2021,20,11,1
2021-03-21,4,552.1299999999999,27.75,0.55,1,1,0,0,0,6,,3,2021,21,11,1
2021-03-22,4,5323.450000000001,26.900000000000002,0.3,1,0,0,0,0,0,,3,2021,22,12,1
2021-03-23,15,7054.25,27.26,0.06000000000000001,1,0,0,0,0,1,,3,2021,23,12,1
2021-03-24,2,2070.09,27.6,0.0,0,0,0,0,0,2,,3,2021,24,12,1
2021-03-25,2,3069.7299999999996,27.8,0.0,0,0,0,0,0,3,,3,2021,25,12,1
2021-03-26,16,5027.6,28.24,0.0,0,0,0,0,0,4,,3,2021,26,12,1
2021-03-27,80,49989.45,27.551612903225806,1.4709677419354839,1,1,0,1,0,5,,3,2021,27,12,1
2021-03-28,92,70352.2,26.36388888888889,3.461111111111111,1,1,1,0,0,6,Medin Full Moon Poya Day,3,2021,28,12,1
2021-03-29,108,65436.48,27.648387096774194,0.13870967741935483,1,0,0,0,1,0,,3,2021,29,13,1
2021-03-30,4,1623.6000000000001,29.03333333333333,0.0,0,0,0,0,0,1,,3,2021,30,13,1
2021-03-31,7,10445.74,28.266666666666666,0.0,0,0,0,0,0,2,,3,2021,31,13,1
2021-04-01,86,57694.18,29.196969696969695,0.021212121212121213,1,0,0,1,0,3,,4,2021,1,13,2
2021-04-02,71,54188.49,28.65806451612903,0.03870967741935484,1,0,1,0,0,4,Good Friday,4,2021,2,13,2
2021-04-03,97,61685.39,28.791666666666668,0.01666666666666667,1,1,0,0,1,5,,4,2021,3,13,2
2021-04-04,5,4887.37,30.03333333333333,0.0,0,1,0,0,0,6,,4,2021,4,13,2
2021-04-05,9,7062.72,28.575,0.0,0,0,0,0,0,0,,4,2021,5,14,2
2021-04-06,13,4602.969999999999,29.4,0.125,1,0,0,0,0,1,,4,2021,6,14,2
2021-04-07,8,7727.65,28.28,0.1,1,0,0,0,0,2,,4,2021,7,14,2
2021-04-08,9,3513.57,27.96666666666667,0.0,0,0,0,0,0,3,,4,2021,8,14,2
2021-04-09,5,3560.4900000000002,27.575,0.05,1,0,0,0,0,4,,4,2021,9,14,2
2021-04-10,17,9485.26,27.900000000000002,0.14285714285714285,1,1,0,0,0,5,,4,2021,10,14,2
2021-04-11,7,4566.58,28.0,0.13333333333333333,1,1,0,0,0,6,,4,2021,11,14,2
2021-04-12,90,167280.69,28.6,0.34857142857142853,1,0,0,1,0,0,,4,2021,12,15,2
2021-04-13,67,65789.59,27.98709677419355,0.18064516129032257,1,0,1,1,0,1,Day Before Sinhala and Tamil New Year,4,2021,13,15,2
2021-04-14,119,68409.2,28.053333333333335,0.06666666666666667,1,0,1,0,1,2,Sinhala and Tamil New Year,4,2021,14,15,2
2021-04-15,96,50221.36,27.594285714285718,0.5657142857142857,1,0,0,0,1,3,,4,2021,15,15,2
2021-04-16,17,5282.789999999999,28.660000000000004,0.12,1,0,0,0,0,4,,4,2021,16,15,2
2021-04-17,14,3838.96,27.32,0.06,1,1,0,0,0,5,,4,2021,17,15,2
2021-04-18,2,1548.32,29.2,0.1,1,1,0,0,0,6,,4,2021,18,15,2
2021-04-19,21,8990.16,28.311111111111114,0.08888888888888889,1,0,0,0,0,0,,4,2021,19,16,2
2021-04-20,10,10733.75,28.514285714285712,0.08571428571428573,1,0,0,0,0,1,,4,2021,20,16,2
2021-04-21,7,773.92,27.6,0.0,0,0,0,0,0,2,,4,2021,21,16,2
2021-04-22,4,1760.04,27.65,0.2,1,0,0,0,0,3,,4,2021,22,16,2
2021-04-23,16,10009.86,27.549999999999997,0.016666666666666666,1,0,0,0,0,4,,4,2021,23,16,2
2021-04-24,8,2624.1400000000003,28.53333333333333,0.13333333333333333,1,1,0,0,0,5,,4,2021,24,16,2
2021-04-25,80,52177.98,28.66060606060606,0.1272727272727273,1,1,0,1,0,6,,4,2021,25,16,2
2021-04-26,82,66517.15,28.939999999999998,0.05142857142857143,1,0,1,0,0,0,Bak Full Moon Poya Day,4,2021,26,17,2
2021-04-27,82,64082.46000000001,29.403125,0.021875000000000002,1,0,0,0,1,1,,4,2021,27,17,2
2021-04-28,10,1646.28,28.96666666666667,0.0,0,0,0,0,0,2,,4,2021,28,17,2
2021-04-29,4,1057.52,27.9,0.05,1,0,0,0,0,3,,4,2021,29,17,2
2021-04-30,88,55797.01,28.67777777777778,0.061111111111111116,1,0,0,1,0,4,,4,2021,30,17,2
2021-05-01,91,60328.17,28.429729729729733,0.42702702702702705,1,1,1,0,0,5,International Workers' Day,5,2021,1,17,2
2021-05-02,103,56170.11,28.453846153846154,0.4282051282051282,1,1,0,0,1,6,,5,2021,2,17,2
2021-05-03,15,8840.47,28.425,1.0625,1,0,0,0,0,0,,5,2021,3,18,2
2021-05-04,10,1397.1,28.0,0.2,1,0,0,0,0,1,,5,2021,4,18,2
2021-05-05,10,2044.8899999999999,28.766666666666666,0.03333333333333333,1,0,0,0,0,2,,5,2021,5,18,2
2021-05-06,13,8004.23,27.585714285714285,0.08571428571428573,1,0,0,0,0,3,,5,2021,6,18,2
2021-05-07,16,5639.450000000001,30.0,0.03333333333333333,1,0,0,0,0,4,,5,2021,7,18,2
2021-05-08,16,8447.970000000001,28.666666666666668,0.19999999999999998,1,1,0,0,0,5,,5,2021,8,18,2
2021-05-09,8,4207.25,26.733333333333334,0.0,0,1,0,0,0,6,,5,2021,9,18,2
2021-05-10,9,3999.1200000000003,27.666666666666668,0.5333333333333333,1,0,0,0,0,0,,5,2021,10,19,2
2021-05-11,17,8078.14,28.37142857142857,0.24285714285714285,1,0,0,0,0,1,,5,2021,11,19,2
2021-05-12,6,4138.84,27.65,2.65,1,0,0,0,0,2,,5,2021,12,19,2
2021-05-13,87,77054.39,26.992105263157896,2.3473684210526318,1,0,0,1,0,3,,5,2021,13,19,2
2021-05-14,82,56442.200000000004,27.837142857142858,0.44571428571428573,1,0,1,0,0,4,Eid al-Fitr,5,2021,14,19,2
2021-05-15,97,79976.88,28.313888888888886,0.03333333333333333,1,1,0,0,1,5,,5,2021,15,19,2
2021-05-16,5,5113.23,28.4,0.07500000000000001,1,1,0,0,0,6,,5,2021,16,19,2
2021-05-17,16,8351.050000000001,29.380000000000003,0.02,1,0,0,0,0,0,,5,2021,17,20,2
2021-05-18,10,4300.860000000001,30.025,0.05,1,0,0,0,0,1,,5,2021,18,20,2
2021-05-19,19,11778.54,27.78333333333333,0.48333333333333334,1,0,0,0,0,2,,5,2021,19,20,2
2021-05-20,8,3430.5299999999997,26.5,0.8,1,0,0,0,0,3,,5,2021,20,20,2
2021-05-21,12,9703.279999999999,26.839999999999996,0.14,1,0,0,0,0,4,,5,2021,21,20,2
2021-05-22,6,3515.11,26.9,0.3,1,1,0,0,0,5,,5,2021,22,20,2
2021-05-23,29,17235.84,27.52,0.75,1,1,0,0,0,6,,5,2021,23,20,2
2021-05-24,2,3274.54,26.950000000000003,1.5499999999999998,1,0,0,0,0,0,,5,2021,24,21,2
2021-05-25,118,85775.05,26.364444444444448,2.311111111111111,1,0,0,1,0,1,,5,2021,25,21,2
2021-05-26,72,58736.659999999996,27.0375,1.321875,1,0,1,1,0,2,Vesak Full Moon Poya Day,5,2021,26,21,2
2021-05-27,88,85199.26,28.25365853658537,0.12439024390243904,1,0,1,0,1,3,Day Following Vesak Full Moon Poya Day,5,2021,27,21,2
2021-05-28,113,55833.3,28.243589743589745,0.06153846153846155,1,0,0,0,1,4,,5,2021,28,21,2
2021-05-29,10,9198.88,28.049999999999997,0.05,1,1,0,0,0,5,,5,2021,29,21,2
2021-05-30,11,8443.74,28.425,0.025,1,1,0,0,0,6,,5,2021,30,21,2
2021-05-31,11,9863.050000000001,28.54,0.22000000000000003,1,0,0,0,0,0,,5,2021,31,22,2
2021-06-01,17,7972.16,28.2375,0.19999999999999998,1,0,0,0,0,1,,6,2021,1,22,2
2021-06-02,4,4377.5199999999995,28.425,0.30000000000000004,1,0,0,0,0,2,,6,2021,2,22,2
2021-06-03,13,9145.33,26.7,0.65,1,0,0,0,0,3,,6,2021,3,22,2
2021-06-04,9,8494.31,26.35,0.525,1,0,0,0,0,4,,6,2021,4,22,2
2021-06-05,5,3589.76,26.03333333333333,2.2333333333333334,1,1,0,0,0,5,,6,2021,5,22,2
2021-06-06,26,11741.28,28.457142857142856,0.07142857142857142,1,1,0,0,0,6,,6,2021,6,22,2
2021-06-07,16,8471.76,27.78333333333333,0.13333333333333333,1,0,0,0,0,0,,6,2021,7,23,2
2021-06-08,14,12534.8,26.316666666666666,0.9499999999999998,1,0,0,0,0,1,,6,2021,8,23,2
2021-06-09,4,4580.549999999999,26.133333333333336,0.6666666666666666,1,0,0,0,0,2,,6,2021,9,23,2
2021-06-10,10,6271.8099999999995,27.65,0.025,1,0,0,0,0,3,,6,2021,10,23,2
2021-06-11,10,5917.24,28.360000000000003,0.12,1,0,0,0,0,4,,6,2021,11,23,2
2021-06-12,6,5528.83,27.5,0.5,1,1,0,0,0,5,,6,2021,12,23,2
2021-06-13,7,1899.6399999999999,26.7,1.45,1,1,0,0,0,6,,6,2021,13,23,2
2021-06-14,13,18376.23,27.4,0.1,1,0,0,0,0,0,,6,2021,14,24,2
2021-06-15,7,4422.89,28.6,0.2,1,0,0,0,0,1,,6,2021,15,24,2
2021-06-16,12,5405.0599999999995,28.116666666666664,0.05000000000000001,1,0,0,0,0,2,,6,2021,16,24,2
2021-06-17,1,1518.18,28.9,0.3,1,0,0,0,0,3,,6,2021,17,24,2
2021-06-18,10,6651.96,28.18,0.02,1,0,0,0,0,4,,6,2021,18,24,2
2021-06-19,11,3652.77,27.974999999999998,0.07500000000000001,1,1,0,0,0,5,,6,2021,19,24,2
2021-06-20,14,2766.6099999999997,28.375,0.175,1,1,0,0,0,6,,6,2021,20,24,2
2021-06-21,30,14550.630000000001,28.181818181818183,0.24545454545454548,1,0,0,0,0,0,,6,2021,21,25,2
2021-06-22,23,15797.900000000001,26.6625,0.5,1,0,0,0,0,1,,6,2021,22,25,2
2021-06-23,107,65086.880000000005,27.064285714285717,0.7595238095238096,1,0,0,1,0,2,,6,2021,23,25,2
2021-06-24,111,79434.08,27.247727272727275,0.03636363636363637,1,0,1,0,0,3,Poson Full Moon Poya Day,6,2021,24,25,2
2021-06-25,78,54526.020000000004,28.238709677419354,0.10967741935483873,1,0,0,0,1,4,,6,2021,25,25,2
2021-06-26,10,3357.42,27.53333333333333,0.06666666666666667,1,1,0,0,0,5,,6,2021,26,25,2
2021-06-27,7,4061.49,27.46666666666667,0.0,0,1,0,0,0,6,,6,2021,27,25,2
2021-06-28,8,5457.25,27.433333333333334,0.19999999999999998,1,0,0,0,0,0,,6,2021,28,26,2
2021-06-29,2,64.81,27.9,0.2,1,0,0,0,0,1,,6,2021,29,26,2
2021-06-30,12,2126.7400000000002,27.900000000000002,0.03333333333333333,1,0,0,0,0,2,,6,2021,30,26,2
2021-07-01,3,2768.0499999999997,26.4,0.5,1,0,0,0,0,3,,7,2021,1,26,3
2021-07-02,23,12766.63,28.166666666666668,0.16666666666666666,1,0,0,0,0,4,,7,2021,2,26,3
